compatibility_id,stroller_id,stroller_brand,stroller_model,stroller_display_name,stroller_in_public_picker,stroller_product_type,car_seat_id,car_seat_brand,car_seat_model,car_seat_display_name,car_seat_seat_type,car_seat_in_public_picker,compatibility_type,compatibility_status,confidence,adapter_required,adapter_type,adapter_url,adapter_price,adapter_sku,notes,source_url,source_name,source_type,source_date,verification_status,created_at,updated_at,inferred_or_explicit,inference_rule,hard_coded_rule_source,same_brand_pair,adapter_url_matches_affiliate_product,adapter_catalog_product_id,adapter_catalog_product_name,adapter_provider,duplicate_pair_count,duplicate_pair_key,stroller_identity_reconciles_to_picker,car_seat_identity_reconciles_to_picker,stroller_is_non_chassis_accessory,suspicious_same_brand_expansion,suspicious_euro_adapter_expansion,suspicious_brand_level_expansion,suspicious_universal_expansion
cmrkwz1ml002g3k520yg6xok0,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,cmqx4qpx8000e3835nvrnxr0i,Graco,GoMax,Graco GoMax,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4vtisTg,,,,,,,,,2026-07-14 17:17:19.481,2026-07-14 17:17:19.481,inferred,retailer_source,,no,no,,,,1,bob-revolution-flex-duallie-3|cmqx4qpx8000e3835nvrnxr0i,yes,yes,no,no,no,no,no
cmrkwz1mk00283k52isz2mylw,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,cmqx4qpzp000f3835i6cp9pth,Graco,SnugRide Lite LX,Graco SnugRide Lite LX,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4vtisTg,,,,,,,,,2026-07-14 17:17:19.481,2026-07-14 17:17:19.481,inferred,retailer_source,,no,no,,,,1,bob-revolution-flex-duallie-3|cmqx4qpzp000f3835i6cp9pth,yes,yes,no,no,no,no,no
cmrkwz1ml002b3k52clxryp5p,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,cmqx4qq4h000h3835n8ni2r9m,Graco,SnugRide SnugFit,Graco SnugRide SnugFit,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4vtisTg,,,,,,,,,2026-07-14 17:17:19.481,2026-07-14 17:17:19.481,inferred,retailer_source,,no,no,,,,1,bob-revolution-flex-duallie-3|cmqx4qq4h000h3835n8ni2r9m,yes,yes,no,no,no,no,no
cmrkwz1ml002e3k524cqzkhh8,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,cmqx4qq26000g3835g3mh924j,Graco,SnugRide SnugFit DLX,Graco SnugRide SnugFit DLX,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4vtisTg,,,,,,,,,2026-07-14 17:17:19.481,2026-07-14 17:17:19.481,inferred,retailer_source,,no,no,,,,1,bob-revolution-flex-duallie-3|cmqx4qq26000g3835g3mh924j,yes,yes,no,no,no,no,no
cmrkwz1ml002d3k52j60wsbdm,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,cmqx4qq6u000i3835j7t2euy8,Graco,SnugRide SnugFit LX,Graco SnugRide SnugFit LX,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4vtisTg,,,,,,,,,2026-07-14 17:17:19.481,2026-07-14 17:17:19.481,inferred,retailer_source,,no,no,,,,1,bob-revolution-flex-duallie-3|cmqx4qq6u000i3835j7t2euy8,yes,yes,no,no,no,no,no
cmr0r9uvk001xrvv06g9zoxqf,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,nuna-pipa-lite-rx,Nuna,PIPA Aire,Nuna PIPA Aire,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,BOB Wayfinder / Revolution / Alterrain accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a BOB click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-06-30 14:42:22.736,2026-06-30 14:42:22.736,inferred,euro_shared_adapter_expansion,,no,no,,,,1,bob-revolution-flex-duallie-3|nuna-pipa-lite-rx,yes,yes,no,no,yes,no,no
bob-revolution-flex-duallie-3__nuna-pipa-aire-rx,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,nuna-pipa-aire-rx,Nuna,PIPA Aire rx,Nuna PIPA Aire rx,INFANT,yes,ADAPTER,,LOW,true,BOB adapter for Maxi-Cosi / Nuna / CYBEX / Clek infant seats,,,,Compatible via same adapter path as Nuna PIPA rx.,,,,,,2026-06-13 20:48:32.741,2026-06-13 20:48:32.741,inferred,euro_shared_adapter_expansion,,no,no,,,,1,bob-revolution-flex-duallie-3|nuna-pipa-aire-rx,yes,yes,no,no,yes,no,no
bob-revolution-flex-duallie-3__nuna-pipa-rx,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,nuna-pipa-rx,Nuna,PIPA RX,Nuna PIPA RX,INFANT,yes,ADAPTER,,LOW,true,BOB adapter for Maxi-Cosi / Nuna / CYBEX / Clek infant seats,,,,"BOB travel systems stay adapter-dependent, including the infant-seat pairings that feel most natural inside the brand.",,,,,,2026-03-22 17:19:43.856,2026-03-22 17:19:43.856,inferred,other_rule_with_note,,no,no,,,,1,bob-revolution-flex-duallie-3|nuna-pipa-rx,yes,yes,no,no,no,no,no
cmr0r9v4l001zrvv0od0ywinm,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,nuna-pipa-urbn,Nuna,PIPA urbn,Nuna PIPA urbn,INFANT,no,ADAPTER,,MEDIUM,true,,,,,BOB Wayfinder / Revolution / Alterrain accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a BOB click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-06-30 14:42:23.061,2026-06-30 14:42:23.061,inferred,euro_shared_adapter_expansion,,no,no,,,,1,bob-revolution-flex-duallie-3|nuna-pipa-urbn,yes,no,no,no,yes,no,no
bob-revolution-flex-duallie-3__uppababy-aria-v2,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,uppababy-aria-v2,UPPAbaby,Aria V2,UPPAbaby Aria V2,INFANT,yes,ADAPTER,,MEDIUM,true,BOB infant car seat adapter,,,,UPPAbaby Aria V2 is compatible with BOB Revolution Flex 3.0 via the BOB infant car seat adapter.,,,,,,2026-06-13 20:48:32.697,2026-06-13 20:48:32.697,inferred,other_rule_with_note,,no,no,,,,1,bob-revolution-flex-duallie-3|uppababy-aria-v2,yes,yes,no,no,no,no,no
bob-revolution-flex-duallie-3__uppababy-mesa-v3,bob-revolution-flex-duallie-3,BOB,Revolution Flex 3.0 Duallie,BOB Revolution Flex 3.0 Duallie,yes,Double,uppababy-mesa-v3,UPPAbaby,Mesa V3,UPPAbaby Mesa V3,INFANT,yes,ADAPTER,,MEDIUM,true,BOB infant car seat adapter,,,,UPPAbaby Mesa V3 is compatible with BOB Revolution Flex 3.0 via the BOB infant car seat adapter.,,,,,,2026-06-13 20:48:32.697,2026-06-13 20:48:32.697,inferred,other_rule_with_note,,no,no,,,,1,bob-revolution-flex-duallie-3|uppababy-mesa-v3,yes,yes,no,no,no,no,no
bob-wayfinder__britax-cypress-s,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,britax-cypress-s,Britax,Cypress S,Britax Cypress,INFANT,no,ADAPTER,,MEDIUM,true,BOB adapter for Britax infant seats,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2019285&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbob-gear-single-jogging-stroller-adapter-for-select-britax-infant-car-seats%2F54205%2F2019285&intsrc=APIG_8981,94.99,product_8981_2019285,"Britax Cypress S leans Britax-first, but this pairing still needs an adapter plan rather than blind plug-and-play expectations.",,,,,,2026-03-22 17:19:43.93,2026-06-21 03:52:05.243,inferred,other_rule_with_note,,no,no,,,,1,bob-wayfinder|britax-cypress-s,yes,no,no,no,no,no,no
bob-wayfinder__britax-willow-s,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,britax-willow-s,Britax,Willow S,Britax Willow S,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4wGV0mL,,,,,,,,,2026-03-22 17:19:43.856,2026-07-14 00:13:32.235,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|britax-willow-s,yes,yes,no,no,no,no,no
cmqx6t1se000314fc5yv3sc3u,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,cmqt1dq4e00043u44vihpznhm,Britax,Willow SC,,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/4wGV0mL,,,,,,,,,2026-06-28 02:46:07.694,2026-07-14 00:13:32.235,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|cmqt1dq4e00043u44vihpznhm,yes,yes,no,no,no,no,no
cmrjwdrt3002uy3w4lbyj71bs,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,clek-liing,Clek,Liing,Clek Liing,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:13:00.806,2026-07-14 00:13:00.806,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|clek-liing,yes,yes,no,no,no,no,no
cmrjwdrtj0030y3w4md3dnh6b,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,clek-liingo,Clek,Liingo,Clek Liingo,INFANT,no,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:13:00.806,2026-07-14 00:13:00.806,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|clek-liingo,yes,no,no,no,no,no,no
cmrjwdrt4002wy3w4ezfrd46r,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,cmqx4qpgs00073835wm1de2we,Cybex,Aton G2,Cybex Aton G2,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:13:00.806,2026-07-14 00:13:00.806,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|cmqx4qpgs00073835wm1de2we,yes,yes,no,no,no,no,no
cmrjwdrt3002sy3w493hrt9jm,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,cmrdwvbsy000u7tmavhnk64ww,Cybex,Aton G2 Swivel,CYBEX Aton G2 Swivel,INFANT,no,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:13:00.806,2026-07-14 00:13:00.806,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|cmrdwvbsy000u7tmavhnk64ww,yes,no,no,no,no,no,no
cmrjwdrtj0032y3w4pv2io7m5,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,cmqx4qpj400083835htva49ii,Cybex,Cloud G Pro Comfort Extend,Cybex Cloud G Pro,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:13:00.806,2026-07-14 00:13:00.806,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|cmqx4qpj400083835htva49ii,yes,yes,no,no,no,no,no
cmrjwdrtj002yy3w48lda0qd5,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,cybex-cloud-t,Cybex,Cloud T,CYBEX Cloud T,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:13:00.806,2026-07-14 00:13:00.806,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|cybex-cloud-t,yes,yes,no,no,no,no,no
cmrjwcj8z002iy3w4rudqzbf8,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,cmqx4qqbg000k3835k8b3mf6l,Maxi-Cosi,Ambra,Maxi-Cosi Ambra,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:12:03.028,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|cmqx4qqbg000k3835k8b3mf6l,yes,yes,no,no,no,no,no
cmrjwcj8y002gy3w4scj1vd4h,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,maxi-cosi-mico-luxe,Maxi-Cosi,Mico Luxe,Maxi-Cosi Mico Luxe,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:12:03.028,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|maxi-cosi-mico-luxe,yes,yes,no,no,no,no,no
cmrjwcj840028y3w4onrfoaiw,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,maxi-cosi-mico-pro,Maxi-Cosi,Mico Pro,Maxi-Cosi Mico Pro,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:12:03.028,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|maxi-cosi-mico-pro,yes,yes,no,no,no,no,no
cmrjwcj91002ky3w4469aevrm,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,maxi-cosi-peri,Maxi-Cosi,Peri 180,Maxi-Cosi Peri 180,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-07-14 00:12:03.028,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|maxi-cosi-peri,yes,yes,no,no,no,no,no
cmr0r9v940021rvv0wo7om23u,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,nuna-pipa-lite-rx,Nuna,PIPA Aire,Nuna PIPA Aire,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-06-30 14:42:23.225,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|nuna-pipa-lite-rx,yes,yes,no,no,no,no,no
bob-wayfinder__nuna-pipa-aire-rx,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,nuna-pipa-aire-rx,Nuna,PIPA Aire rx,Nuna PIPA Aire rx,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-06-13 20:48:32.741,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|nuna-pipa-aire-rx,yes,yes,no,no,no,no,no
bob-wayfinder__nuna-pipa-rx,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,nuna-pipa-rx,Nuna,PIPA RX,Nuna PIPA RX,INFANT,yes,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-03-22 17:19:43.856,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|nuna-pipa-rx,yes,yes,no,no,no,no,no
cmr0r9vih0023rvv0xfplo93x,bob-wayfinder,BOB,Wayfinder,BOB Wayfinder,yes,Jogging / All-Terrain,nuna-pipa-urbn,Nuna,PIPA urbn,Nuna PIPA urbn,INFANT,no,ADAPTER,,HIGH,true,,https://amzn.to/3Tyr6Tb,,,,,,,,,2026-06-30 14:42:23.561,2026-07-14 00:12:03.028,inferred,retailer_source,,no,no,,,,1,bob-wayfinder|nuna-pipa-urbn,yes,no,no,no,no,no,no
cmrfd649p00kvt781gimgt9uq,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,britax-cypress-s,Britax,Cypress S,Britax Cypress,INFANT,no,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:06.301,2026-07-10 20:04:06.301,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|britax-cypress-s,yes,no,no,no,yes,no,no
cmrfd64e500kxt781fxqwox3g,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,britax-willow-s,Britax,Willow S,Britax Willow S,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:06.462,2026-07-10 20:04:06.462,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|britax-willow-s,yes,yes,no,no,yes,no,no
cmrfd64il00kzt781e00s8b1v,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqt1dq4e00043u44vihpznhm,Britax,Willow SC,,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:06.621,2026-07-10 20:04:06.621,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqt1dq4e00043u44vihpznhm,yes,yes,no,no,yes,no,no
cmrfd62ip00k3t781ku1e8ywk,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,chicco-keyfit-30,Chicco,KeyFit 30,Chicco KeyFit 30,INFANT,no,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:04.034,2026-07-10 20:04:04.034,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|chicco-keyfit-30,yes,no,no,no,yes,no,no
cmrfd62n600k5t781f05xor75,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qp6y00033835pgtlizxk,Chicco,KeyFit 30 ClearTex,Chicco KeyFit 30 ClearTex,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:04.194,2026-07-10 20:04:04.194,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qp6y00033835pgtlizxk,yes,yes,no,no,yes,no,no
cmrfd62w200k9t781szzcxo8j,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qp9s00043835h85g6sl0,Chicco,KeyFit Max ClearTex,Chicco KeyFit Max ClearTex,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:04.514,2026-07-10 20:04:04.514,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qp9s00043835h85g6sl0,yes,yes,no,no,yes,no,no
cmrfd630n00kbt781eurufd1k,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qpc50005383512d994gn,Chicco,KeyFit Max Zip ClearLux,Chicco KeyFit Max Zip ClearLux,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:04.679,2026-07-10 20:04:04.679,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qpc50005383512d994gn,yes,yes,no,no,yes,no,no
cmrfd635300kdt781dia489o0,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qpeg00063835eten1p5s,Chicco,KeyFit Max Zip ClearTex,Chicco KeyFit Max Zip ClearTex,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:04.839,2026-07-10 20:04:04.839,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qpeg00063835eten1p5s,yes,yes,no,no,yes,no,no
cmrfd61pr00jrt781jbm0qqc7,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qpx8000e3835nvrnxr0i,Graco,GoMax,Graco GoMax,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:02.992,2026-07-10 20:04:02.992,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qpx8000e3835nvrnxr0i,yes,yes,no,no,yes,no,no
cmrfd61u800jtt781iyrra658,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qpzp000f3835i6cp9pth,Graco,SnugRide Lite LX,Graco SnugRide Lite LX,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:03.152,2026-07-10 20:04:03.152,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qpzp000f3835i6cp9pth,yes,yes,no,no,yes,no,no
cmrfd61yn00jvt7818n71syoz,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qq4h000h3835n8ni2r9m,Graco,SnugRide SnugFit,Graco SnugRide SnugFit,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:03.311,2026-07-10 20:04:03.311,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qq4h000h3835n8ni2r9m,yes,yes,no,no,yes,no,no
cmrfd625a00jxt781oci1udr7,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qq26000g3835g3mh924j,Graco,SnugRide SnugFit DLX,Graco SnugRide SnugFit DLX,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:03.55,2026-07-10 20:04:03.55,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qq26000g3835g3mh924j,yes,yes,no,no,yes,no,no
cmrfd629s00jzt781v3aldpox,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,cmqx4qq6u000i3835j7t2euy8,Graco,SnugRide SnugFit LX,Graco SnugRide SnugFit LX,INFANT,yes,ADAPTER,,MEDIUM,true,,,,,Bombi Bēbee (V3 / Twin V2) accepts Nuna / Maxi-Cosi / CYBEX / Clek infant seats via a Bombi click-and-go car seat adapter (sold separately). Confirm the exact adapter for your model year before purchase.,,,,,,2026-07-10 20:04:03.713,2026-07-10 20:04:03.713,inferred,euro_shared_adapter_expansion,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|cmqx4qq6u000i3835j7t2euy8,yes,yes,no,no,yes,no,no
cmrfbjhbs0080rwtls7dg8nq8,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,nuna-pipa-lite-rx,Nuna,PIPA Aire,Nuna PIPA Aire,INFANT,yes,ADAPTER,,HIGH,true,Dual Car Seat Adapter,https://bombigear.com/products/dual-car-seat-adapter-2026,,,,,,,,,2026-07-10 19:18:30.519,2026-07-10 21:36:48.052,inferred,retailer_source,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|nuna-pipa-lite-rx,yes,yes,no,no,no,no,no
cmrfbjhbr007vrwtlx0kmat51,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,nuna-pipa-aire-rx,Nuna,PIPA Aire rx,Nuna PIPA Aire rx,INFANT,yes,ADAPTER,,HIGH,true,Dual Car Seat Adapter,https://bombigear.com/products/dual-car-seat-adapter-2026,,,,,,,,,2026-07-10 19:18:30.519,2026-07-10 21:36:48.052,inferred,retailer_source,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|nuna-pipa-aire-rx,yes,yes,no,no,no,no,no
cmrfbjhbs0081rwtl6k2yfiil,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,nuna-pipa-rx,Nuna,PIPA RX,Nuna PIPA RX,INFANT,yes,ADAPTER,,HIGH,true,Dual Car Seat Adapter,https://bombigear.com/products/dual-car-seat-adapter-2026,,,,,,,,,2026-07-10 19:18:30.519,2026-07-10 21:36:48.052,inferred,retailer_source,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|nuna-pipa-rx,yes,yes,no,no,no,no,no
cmrfbjhbs007zrwtlcr742kjr,cmrdx44lf00001sxj80plzl5e,Bombi,Bēbee Twin V2,Bombi Bēbee Twin V2,yes,Double,nuna-pipa-urbn,Nuna,PIPA urbn,Nuna PIPA urbn,INFANT,no,ADAPTER,,HIGH,true,Dual Car Seat Adapter,https://bombigear.com/products/dual-car-seat-adapter-2026,,,,,,,,,2026-07-10 19:18:30.519,2026-07-10 21:36:48.052,inferred,retailer_source,,no,no,,,,1,cmrdx44lf00001sxj80plzl5e|nuna-pipa-urbn,yes,no,no,no,no,no,no
