id,brand,model,displayName,summary,amazonUrl,manualBabylistUrl,imageUrl,babylistSku,babylistUrl,babylistPrice,babylistImage,createdAt,updatedAt
bumbleride-indie,Bumbleride,Indie,Bumbleride Indie,"Bumbleride’s all-terrain single: 24 lb, up to 55 lb, air-filled tires and all-wheel suspension, and rated for light jogging on level ground with the front wheel locked. Made with recycled, eco-certified fabrics.",,,,product_8981_2072906,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2072906&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbumbleride-indie-twin-double-jogging-stroller%2F37545%2F2072906&intsrc=APIG_8981,1099,https://images.ctfassets.net/50gzycvace50/1246d768c804c28c0ce77ac09f547822345208d9b06e19bb51daa248fcc6957a/e22a4fc869a54ad03ea158d0fc456abc/1246d768c804c28c0ce77ac09f547822345208d9b06e19bb51daa248fcc6957a.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:22.33
cms532db50002fa3stwd6931e,Bumbleride,Indie Twin,Bumbleride Indie Twin,,,,,public_catalog_bumbleride|indietwin,https://babylist.pxf.io/c/6560395/1056628/13580?u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbumbleride-indie-twin-double-jogging-stroller%2F37545%2F2072906&partnerpropertyid=7490466,1099,https://images.ctfassets.net/50gzycvace50/1246d768c804c28c0ce77ac09f547822345208d9b06e19bb51daa248fcc6957a/e22a4fc869a54ad03ea158d0fc456abc/1246d768c804c28c0ce77ac09f547822345208d9b06e19bb51daa248fcc6957a.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=1240&h=1240,2026-07-28 20:03:15.81,2026-07-28 20:03:15.81
bumbleride-speed,Bumbleride,Speed,Bumbleride Speed,"Bumbleride’s proper running stroller: 26 lb, up to 65 lb, with Speed3 steering (run, jog or walk), 16"" rear and 12"" front air-filled tires and all-wheel suspension. Built for longer distances.",,,,product_8981_2586974,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2586974&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fbumbleride-speed-stroller%2F13352%2F2586974&intsrc=APIG_8981,799,https://images.ctfassets.net/50gzycvace50/2add8708e307d8e1a42ce59d057710f535946042dfad1074a2cbbc73b110cb80/5fbc8df96cc518cfcb58476a1c07380e/2add8708e307d8e1a42ce59d057710f535946042dfad1074a2cbbc73b110cb80.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:22.345
cmqx8d3hx000c13kp688wv2ch,Chicco,BravoFor2 Standing/Sitting Double,Chicco BravoFor2 Standing/Sitting Double,"Chicco’s stand-and-ride double: one seat plus a rear bench and standing platform for a big sibling, and it still clicks a KeyFit infant seat on top for the newborn stage.",,,,,,,,2026-06-28 03:29:42.646,2026-07-20 22:06:22.363
cmqpqqxqf000h7qll9ocuir9z,Chicco,Bravo LE ClearTex Quick-Fold,Chicco Bravo LE ClearTex Quick-Fold,"The travel-system standard: 24.9 lb, up to 50 lb, a true one-hand quick fold and EVA flat-free tires. Clicks onto a KeyFit for the newborn stage — the reason it lands on so many registries.",,,,product_8981_1101933,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1101933&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fchicco-bravo-le-cleartex-quick-fold-stroller%2F24730%2F1101933&intsrc=CATF_8981,329.99,https://images.ctfassets.net/50gzycvace50/25a3a15d5d8ca9c6e9fa30e391c5cb90a17ef8c71ea95a0a0ad3d5c8d93e5a85/79c5ee23382826e7f79e8870daecaa6f/25a3a15d5d8ca9c6e9fa30e391c5cb90a17ef8c71ea95a0a0ad3d5c8d93e5a85.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.04,2026-07-20 22:06:22.37
cmqpqqxss000i7qll83vvip4a,Chicco,Bravo Quick-Fold,Chicco Bravo Quick-Fold,"The travel-system standard: 24.9 lb, up to 50 lb, a true one-hand quick fold and EVA flat-free tires. Clicks onto a KeyFit for the newborn stage — the reason it lands on so many registries.",,,,product_8981_902324,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=902324&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fchicco-bravo-quick-fold-stroller%2F22801%2F902324&intsrc=CATF_8981,299.99,https://images.ctfassets.net/50gzycvace50/04618d1319f91d04c159965532df6851be985cdf75c8fb3a1f7ea83a81845e3e/b11252d645ef865075e7e39cc4f0d4a1/04618d1319f91d04c159965532df6851be985cdf75c8fb3a1f7ea83a81845e3e.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.124,2026-07-20 22:06:22.379
cmqpqqxv4000j7qllen33z5zg,Chicco,Corso Flex Convertible,Chicco Corso Flex Convertible,"Chicco’s modular: bassinet-style and parent-facing configurations plus a quick fold, on a 24.8 lb frame up to 50 lb. Clicks straight onto a KeyFit, so it covers newborn through toddler.",,,,product_8981_1800985,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1800985&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fchicco-corso-flex-convertible-stroller%2F45999%2F1800985&intsrc=CATF_8981,679.99,https://images.ctfassets.net/50gzycvace50/bb96341ad2ab4b02f3c3d3b7ff2f443bbd3b3047c6c1c5020cbc0804ad50d340/2acc2404f5dff2e353ae4044a1bee5b7/bb96341ad2ab4b02f3c3d3b7ff2f443bbd3b3047c6c1c5020cbc0804ad50d340.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.209,2026-07-20 22:06:22.386
cmqpqqxxj000k7qllu7tqglok,Chicco,Corso Primo Modular,Chicco Corso Primo Modular,"Chicco’s modular: bassinet-style and parent-facing configurations plus a quick fold, on a 24.8 lb frame up to 50 lb. Clicks straight onto a KeyFit, so it covers newborn through toddler.",,,,product_8981_2764454,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2764454&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fchicco-corso-primo-modular-stroller%2F78231%2F2764454&intsrc=CATF_8981,599.99,https://images.ctfassets.net/50gzycvace50/de9b012bdd8702fd7c9b76cef09e6eb4ccfe80faa9e42e7a2b62299a3f1c1757/44d0da7148679587a96668da6b127c8e/de9b012bdd8702fd7c9b76cef09e6eb4ccfe80faa9e42e7a2b62299a3f1c1757.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.295,2026-07-20 22:06:22.394
cmqx8d3ke000d13kpn6e6sfi5,Chicco,Cortina Together Double,Chicco Cortina Together Double,"Chicco’s side-by-side double built around the KeyFit — it takes two infant seats, so it works from birth for twins, with independent reclines and a full-length canopy.",,,,,,,,2026-06-28 03:29:42.734,2026-07-20 22:06:22.4
cmqx8d3fk000b13kppay9p7j9,Chicco,Presto Self-Folding,Chicco Presto Self-Folding,"Chicco’s self-folding compact — it collapses itself at the push of a button, for parents who are done wrestling a stroller at the curb.",,,,,,,,2026-06-28 03:29:42.56,2026-07-20 22:06:22.407
cmqx8d3mp000e13kpe38oel0w,Chicco,TRE,Chicco TRE,"Chicco’s jogger: flat-free pneumatic tires, a locking swivel front wheel, adjustable handle and a one-hand fold. 28.5 lb, up to 50 lb, and KeyFit-compatible from birth.",,,,public_catalog_chicco|tre,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2123397&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fchicco-tre-jogging-stroller%2F56823%2F2123397&intsrc=CATF_8981,499.99,https://images.ctfassets.net/50gzycvace50/3aeb37232994b0a2c5ac199de441e1d732ff54c24ad2c2c5598dced3505367ce/0d89d331c07a33be4c3e8b583d697f9b/3aeb37232994b0a2c5ac199de441e1d732ff54c24ad2c2c5598dced3505367ce.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:42.817,2026-07-20 22:06:22.413
cmqpqqxzu000l7qllpiifamvz,Chicco,TRE Jogging,Chicco TRE Jogging,"Chicco’s jogger: flat-free pneumatic tires, a locking swivel front wheel, adjustable handle and a one-hand fold. 28.5 lb, up to 50 lb, and KeyFit-compatible from birth.",,,,product_8981_2123397,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2123397&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fchicco-tre-jogging-stroller%2F56823%2F2123397&intsrc=CATF_8981,499.99,https://images.ctfassets.net/50gzycvace50/3aeb37232994b0a2c5ac199de441e1d732ff54c24ad2c2c5598dced3505367ce/0d89d331c07a33be4c3e8b583d697f9b/3aeb37232994b0a2c5ac199de441e1d732ff54c24ad2c2c5598dced3505367ce.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.378,2026-07-20 22:06:22.422
cmrcjac4h00044oz1n1r54ywi,Cybex,AVI,Cybex AVI,"Built for active families who want one stroller for neighborhood walks, trails, and serious jogging. The AVI Spin combines air-filled tires, a lockable swivel front wheel, and an ergonomic near-flat recline for everyday versatility without sacrificing running performance.",https://amzn.to/4ft6ymn,,https://m.media-amazon.com/images/I/71wg5OEdUaL._SL1500_.jpg,,,,https://www.anbbaby.com/cdn/shop/files/Cybex_AVI_One_Box_Jogging_Stroller-Pink_7.jpg?v=1752787340,2026-07-08 20:32:02.274,2026-07-28 20:43:18.381
cybex-balios-s-lux,Cybex,Balios S Lux,CYBEX Balios S Lux,"Cybex’s full-size family stroller: up to 55 lb, bassinet-compatible from birth, with a 22 lb shopping basket that actually holds a grocery run.",,,,product_8981_2847009,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2847009&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-balios-s-lux-stroller%2F22411%2F2847009&intsrc=APIG_8981,699.95,https://images.ctfassets.net/50gzycvace50/d165e8c1b584f05963f1a10248a1c281378205cd29ae3893805391a1e883087c/f421bc777e28ce707df4b29ec0b1d907/d165e8c1b584f05963f1a10248a1c281378205cd29ae3893805391a1e883087c.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 03:02:28.613,2026-07-20 22:06:22.431
cybex-beezy,Cybex,Beezy,CYBEX Beezy,"Cybex’s value lightweight: a simple compact fold and full recline in a sub-15 lb frame. A grab-and-go second stroller, from 6 months.",,,,,,,https://m.media-amazon.com/images/I/51UJO9pSnfL._SL1000_.jpg,2026-03-22 17:19:43.856,2026-07-20 22:06:22.437
cybex-coya,Cybex,Coya,CYBEX Coya,"Cybex’s luxe cabin-size compact: 14.6 lb, carry-on friendly fold and a design-piece frame. Starts at 6 months, so it is a second stroller rather than a first.",,,,product_8981_2045289,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2045289&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-coya-stroller%2F82587%2F2045289&intsrc=APIG_8981,599.95,https://images.ctfassets.net/50gzycvace50/f7ce109bac16295f4f86d001d5ca178772c865f25b542e5bbe88d46c21d5010d/42cdcd8ebd5ebd58f878a3028468d8e2/f7ce109bac16295f4f86d001d5ca178772c865f25b542e5bbe88d46c21d5010d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-13 20:48:32.697,2026-07-20 22:06:22.447
cybex-eezy-s-twist,Cybex,Eezy S Twist,CYBEX Eezy S Twist,"The one with the 360° rotating seat — spin baby to face you or the world without unclipping anything, on a compact-folding frame up to 55 lb.",,,,,,,,2026-03-22 17:19:43.856,2026-07-20 22:06:22.454
cmr1etpr3000a13feaabfd815,Cybex,Eezy S Twist 2,Cybex Eezy S Twist 2,"The one with the 360° rotating seat — spin baby to face you or the world without unclipping anything, on a compact-folding frame up to 55 lb.",,,,,,,,2026-07-01 01:41:40.384,2026-07-20 22:06:22.461
cmqzur4x60001eqf6vwexlatz,Cybex,e-Gazelle S,Cybex e-Gazelle S,"The Gazelle S with electric assist — the same 20-plus modular configurations and single-to-double conversion, with motor help for hills and heavy loads.",https://amzn.to/3R3l0JG,,,public_catalog_cybex|egazelles,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2134400&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-egazelle-s-electronic-assist-stroller%2F56938%2F2134400&intsrc=CATF_8981,1199.95,https://images.ctfassets.net/50gzycvace50/b26b77e8e016a132a39b7630d629ef0a2a86b8c1f873e473f385ff82c7913e95/96a51790e9946f1672354a8fe42a0f6a/b26b77e8e016a132a39b7630d629ef0a2a86b8c1f873e473f385ff82c7913e95.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-29 23:32:01.579,2026-07-20 22:06:22.472
cybex-eos,Cybex,Eos,CYBEX Eos,"Cybex’s full-size all-rounder: bassinet-ready from birth with a roomy seat and big basket, aimed at parents who want one stroller to do everything.",,,,,,,,2026-06-13 20:48:32.697,2026-07-20 22:06:22.479
cmrcjabwd00014oz1n5pe6vrv,Cybex,e-Priam,Cybex e-Priam,"Cybex’s flagship: 28.1 lb, up to 55 lb, with a bassinet option, one-hand fold and the design-forward build the brand is known for. The splurge of the Cybex line.",,,,public_catalog_cybex|epriam,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3045863&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-e-priam-stroller%2F81324%2F3045863&intsrc=CATF_8981,1599.95,https://images.ctfassets.net/50gzycvace50/ab467cd517a614114df978f8c843dfc8c5f2224e27d5840cb4fcad300e77a914/bd92c8ffe697aff9abb5f530b91681a3/ab467cd517a614114df978f8c843dfc8c5f2224e27d5840cb4fcad300e77a914.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-07-08 20:32:01.982,2026-07-20 22:06:22.488
cybex-gazelle-s,Cybex,Gazelle S,CYBEX Gazelle S,"Cybex’s all-in-one: over 20 modular configurations, a second seat option that turns it into a double, a near-flat recline and a genuinely huge shopper basket. 28.4 lb, up to 50 lb.",,,,product_8981_2458469,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2458469&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-gazelle-s-stroller-1749563054%2F38515%2F2458469&intsrc=APIG_8981,899.95,https://images.ctfassets.net/50gzycvace50/24bf1300543e346ca0b34140fed82c14e6f6cedcd0ebfe1099d53ecf183cd16d/20c9134cc0068bef43b303ef44d31703/24bf1300543e346ca0b34140fed82c14e6f6cedcd0ebfe1099d53ecf183cd16d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 03:02:28.613,2026-07-20 22:06:22.495
cmqzur4sq0000eqf6f27jpm8y,Cybex,LIBELLE Ultra Travel,Cybex Libelle,"The 13.7 lb cabin-size travel stroller: folds tiny enough to go in the overhead bin and works with Cybex infant seats. Like most compact seats, it starts at 6 months — check your airline before you count on the bin.",,,,public_catalog_cybex|libelleultratravel,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3142528&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-libelle-ultra-lightweight-travel-stroller%2F81557%2F3142528&intsrc=CATF_8981,349.95,https://images.ctfassets.net/50gzycvace50/70b1305cad98831bc07eaf4701d7095cf3d90d96e20104e4294877372cb019d2/22b745fbe7f5d2da821f5a02d8b9c5f4/70b1305cad98831bc07eaf4701d7095cf3d90d96e20104e4294877372cb019d2.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-29 23:32:01.418,2026-07-28 20:40:57.588
cybex-melio,Cybex,Melio,CYBEX Melio,"A 13 lb featherweight on a carbon-look frame, up to 55 lb, with a compact fold and full recline. Light enough to carry up stairs one-handed.",,,,,,,https://m.media-amazon.com/images/I/41Qh0C86jJL._SL1000_.jpg,2026-03-22 17:19:43.856,2026-07-20 22:06:22.509
cybex-mios,Cybex,Mios,CYBEX Mios,"The city-slim Cybex: 22.5 lb, up to 55 lb, with a compact one-hand fold, reversible seat and bassinet option. Built for tight sidewalks and small elevators.",,,,product_8981_3045829,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3045829&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-mios-stroller%2F81323%2F3045829&intsrc=APIG_8981,899.95,https://images.ctfassets.net/50gzycvace50/2840491b41b1d7af0f0c34ad02522e7f60df1a24d3a888406fe86779c82e1c6d/e740517ee93f26c00c022bc442e6ef5f/2840491b41b1d7af0f0c34ad02522e7f60df1a24d3a888406fe86779c82e1c6d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-03-22 17:19:43.856,2026-07-20 22:06:22.516
cmrcjac2400034oz1saq5gbos,Cybex,Priam,Cybex Priam Comfort,"Cybex’s flagship: 28.1 lb, up to 55 lb, with a bassinet option, one-hand fold and the design-forward build the brand is known for. The splurge of the Cybex line.",,,,public_catalog_cybex|priamcomfort,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=3045817&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fcybex-priam-comfort-stroller%2F82563%2F3045817&intsrc=CATF_8981,999.95,https://images.ctfassets.net/50gzycvace50/aa26268ae65d85d36951787a0d185b5995094c74057ba539004547239bf43811/01751ec5b6aedc5c9dea14060d1ac492/aa26268ae65d85d36951787a0d185b5995094c74057ba539004547239bf43811.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-07-08 20:32:02.188,2026-07-20 22:06:22.523
cmqx8d3tu000h13kp26xfy08m,Delta,Children - Baby Gap 2-In-1 Carriage,Delta Children - Baby Gap 2-In-1 Carriage,A budget 2-in-1 carriage: a pram-style bassinet mode for the newborn months that converts to a toddler seat later.,,,,,,,,2026-06-28 03:29:43.074,2026-07-20 22:06:24.409
cmqx8d3w4000i13kp1oasuckg,Delta,Children - BabyGap Classic,Delta Children - BabyGap Classic,"A simple, affordable everyday stroller — light, easy to fold and priced as a practical first or second stroller.",,,,,,,,2026-06-28 03:29:43.157,2026-07-20 22:06:24.419
cmqx8d3yh000j13kpa32mwzvz,Delta,Children - BabyGap Classic Side-by-Side Double,Delta Children - BabyGap Classic Side-by-Side Double,"A budget side-by-side double: two independent seats on a simple, light frame. The affordable answer for two under two.",,,,,,,,2026-06-28 03:29:43.241,2026-07-20 22:06:24.432
cmqx8d3p1000f13kpf0wm1btn,Delta,Gap Classic Umbrella,Delta Gap Classic Umbrella,"A classic umbrella stroller: barely-there weight, a simple fold and a price that makes it an easy second stroller for the car trunk or grandma’s house.",,,,,,,,2026-06-28 03:29:42.901,2026-07-20 22:06:24.442
cmqx8d3rc000g13kpah1z5xvr,Delta,Jeep Adventureglyde,Delta Jeep Adventureglyde,"A Jeep-branded glider stroller — the front wheels glide rather than jog, so it handles grass and gravel on a budget frame. Not a running stroller.",,,,,,,,2026-06-28 03:29:42.985,2026-07-20 22:06:24.451
cmrcjac6u00054oz1hrcyv105,Delta Children,BabyGap 2-in-1 Carriage,Delta Children BabyGap 2-in-1 Carriage,A budget 2-in-1 carriage: a pram-style bassinet mode for the newborn months that converts to a toddler seat later.,,,,,,,,2026-07-08 20:32:02.359,2026-07-20 22:06:24.345
cmqx8d40r000k13kpnsk722x3,Delta Children,Icon Ultra Everyday & Travel,Delta Children Icon Ultra Everyday & Travel,"Delta’s everyday-and-travel compact: a light frame and simple fold aimed at errands and trips, at an entry-level price.",,,,public_catalog_deltachildren|iconultraeverydayandtravel,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2173513&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdelta-children-icon-ultra-compact-lightweight-everyday-travel-stroller%2F58010%2F2173513&intsrc=CATF_8981,199.99,https://images.ctfassets.net/50gzycvace50/4b8886b1b0f7ef39bb9468764e2be344a3a690fbdb007342f2b6978a34e81c60/50464b203d3ee4c991411495ce99131e/4b8886b1b0f7ef39bb9468764e2be344a3a690fbdb007342f2b6978a34e81c60.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:43.324,2026-07-20 22:06:24.351
cmqpqqy70000o7qllnfye7xrc,Delta Children,Jeep Aries,Delta Children Jeep Aries,A budget-friendly Jeep all-terrain stroller — rugged looks and larger wheels without the specialist-jogger price tag.,,,,product_8981_2095382,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2095382&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdelta-children-jeep-aries-stroller-wagon%2F55787%2F2095382&intsrc=CATF_8981,399.99,https://images.ctfassets.net/50gzycvace50/8c9ae2ef409cf9f7e61d8b751c9bc736b23e26079172f91218042fc7581c57ef/c588489178827b108a5a88e54d51d2c3/8c9ae2ef409cf9f7e61d8b751c9bc736b23e26079172f91218042fc7581c57ef.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.637,2026-07-20 22:06:24.358
cmqx8d431000l13kp93f6chbi,Delta Children,Jeep Sport,Delta Children Jeep Sport,"Jeep-branded all-terrain jogger on a steel frame: big front wheel, up to 50 lb, at a price that undercuts the specialist joggers. A budget way into stroller running.",,,,public_catalog_deltachildren|jeepsport,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2095384&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdelta-children-jeep-sport-all-terrain-stroller-wagon%2F55788%2F2095384&intsrc=CATF_8981,249.99,https://images.ctfassets.net/50gzycvace50/86498c51fe447fbdca5e16cf98e3817f2298c227756cdc609160700f9e81545d/e387ee8ed9e83fd1b0ae2790f8fb5242/86498c51fe447fbdca5e16cf98e3817f2298c227756cdc609160700f9e81545d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:43.405,2026-07-20 22:06:24.365
cmqpqqy9e000p7qlljwy5ov4t,Delta Children,Jeep Sport All-Terrain,Delta Children Jeep Sport All-Terrain,"Jeep-branded all-terrain stroller wagon: 33 lb, 55 lb per seat (110 lb total), a five-position leatherette handlebar that flips between push and pull, plus a canopy and a small mountain of storage. Riders need to sit up on their own, so it is not a from-birth stroller.",,,,product_8981_2095384,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2095384&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdelta-children-jeep-sport-all-terrain-stroller-wagon%2F55788%2F2095384&intsrc=CATF_8981,249.99,https://images.ctfassets.net/50gzycvace50/86498c51fe447fbdca5e16cf98e3817f2298c227756cdc609160700f9e81545d/e387ee8ed9e83fd1b0ae2790f8fb5242/86498c51fe447fbdca5e16cf98e3817f2298c227756cdc609160700f9e81545d.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.722,2026-07-20 22:06:24.373
cmqpqqybq000q7qll8vj2648r,Delta Children,Jeep Wrangler Deluxe 4 Seater,Delta Children Jeep Wrangler Deluxe 4 Seater,"The deluxe Jeep wagon: seating for two at 55 lb per seat (110 lb total) with dual leatherette handlebars for push or pull. A park-and-errands hauler, not a newborn stroller.",,,,product_8981_2095381,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2095381&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdelta-children-jeep-wrangler-deluxe-4-seater-stroller-wagon%2F55786%2F2095381&intsrc=CATF_8981,599.99,https://images.ctfassets.net/50gzycvace50/d5835da4daf8dee4b9ce18e65407bdeafa19804eb1238697251b00fab6ed365c/048d853e62c593e455827692d1a5380a/d5835da4daf8dee4b9ce18e65407bdeafa19804eb1238697251b00fab6ed365c.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.806,2026-07-20 22:06:24.384
cmqpqqye3000r7qll9geq88wn,DFY,R1,DFY R1,"Big-stroller features in a compact frame: a reversible seat, a magnetic pop-off back panel and the tallest telescopic handle on the market. 25 lb with the seat on, up to 48 lb, from birth. The basket is rated to 6.6 lb, so it is a diaper bag rather than a grocery run.",,,,product_8981_2473741,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2473741&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdfy-r1-stroller%2F74206%2F2473741&intsrc=CATF_8981,650,https://images.ctfassets.net/50gzycvace50/876697f11e2f58076dab717c081f2d4ac56e420afdf3928121b0660a3689240f/b83dc389b1ea3e7f0df0333aab15ecd6/876697f11e2f58076dab717c081f2d4ac56e420afdf3928121b0660a3689240f.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.892,2026-07-20 22:06:22.534
cmqpqqygi000s7qllluuleev1,Doona,Liki Trike S3,Doona Liki Trike S3,"A folding tricycle rather than a stroller: push it like a buggy while they are small, then let them pedal. The S3 tops out at 37 lb, so it is a toddler product with a short runway — not a from-birth ride.",,,,product_8981_1068633,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1068633&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fdoona-liki-trike-s3%2F24560%2F1068633&intsrc=CATF_8981,300,https://images.ctfassets.net/50gzycvace50/cf895c8ca22ebaa2a0690796dbe8ab95d23559115b97520404b13faaca111a9e/0a5d5b132c0dccf4800721249096ef03/cf895c8ca22ebaa2a0690796dbe8ab95d23559115b97520404b13faaca111a9e.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:12.978,2026-07-20 22:06:24.081
egg-stroller,Egg,Egg,Egg Stroller,"A British design-led pram: sculpted styling, a carrycot from birth and a reversible seat, for parents shopping on looks as much as spec.",,,,,,,,2026-03-22 17:19:43.856,2026-07-20 22:06:24.089
cmqx8d45a000m13kp1zi0195v,Ergobaby,Metro 3,Ergobaby Metro 3,"The lightest of the Metros at 16.7 lb, up to 50 lb, with a one-hand fold, near-flat recline and an adjustable handlebar. Carry-on compatible for most airlines, and it works from birth with an infant insert or a car seat.",,,,public_catalog_ergobaby|metro3,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2502876&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fergobaby-metro-3-compact-stroller%2F74352%2F2502876&intsrc=CATF_8981,399,https://images.ctfassets.net/50gzycvace50/40d82377d07a8330a9c00b18691eb93241e87eeb32606e7c393b0ea785a096f8/53d028070cb3419d6c9bc6bccf0cf883/40d82377d07a8330a9c00b18691eb93241e87eeb32606e7c393b0ea785a096f8.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-28 03:29:43.486,2026-07-20 22:06:22.547
cmqpqqyix000t7qll3hkoln8m,Ergobaby,Metro 3 Compact,Ergobaby Metro 3 Compact,"The lightest of the Metros at 16.7 lb, up to 50 lb, with a one-hand fold, near-flat recline and an adjustable handlebar. Carry-on compatible for most airlines, and it works from birth with an infant insert or a car seat.",,,,product_8981_2502876,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2502876&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fergobaby-metro-3-compact-stroller%2F74352%2F2502876&intsrc=CATF_8981,399,https://images.ctfassets.net/50gzycvace50/40d82377d07a8330a9c00b18691eb93241e87eeb32606e7c393b0ea785a096f8/53d028070cb3419d6c9bc6bccf0cf883/40d82377d07a8330a9c00b18691eb93241e87eeb32606e7c393b0ea785a096f8.png?fl=progressive&fm=jpg&bg=rgb:fafafa&w=620&h=620,2026-06-22 21:42:13.065,2026-07-20 22:06:22.565
cmqx8d47k000n13kpupmxgatb,Ergobaby,Metro 3 Deluxe Baby,Ergobaby Metro 3 Deluxe Baby,"The lightest of the Metros at 16.7 lb, up to 50 lb, with a one-hand fold, near-flat recline and an adjustable handlebar. Carry-on compatible for most airlines, and it works from birth with an infant insert or a car seat.",,,,,,,,2026-06-28 03:29:43.568,2026-07-20 22:06:22.585
