catalogId,title,brand,model,action,reason,url
cmqpi2cv506x6dqwrkklqbt7e,Graco GoMax Baseless Infant Car Seat ft. Insta-Install Rigid LATCH in Ace,Graco,GoMax,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2341063&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-gomax-baseless-infant-car-seat-ft-insta-install-rigid-latch%2F70367%2F2341063&intsrc=CATF_8981
cmqpi2dda06xcdqwrz3c4zcdq,Graco GoMax Infant Car Seat ft. Insta-Install Rigid LATCH in Ace,Graco,GoMax,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2341064&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-gomax-infant-car-seat-ft-insta-install-rigid-latch%2F70368%2F2341064&intsrc=CATF_8981
cmqpi2vmi0736dqwrz0ilj07p,Graco SnugRide Lite LX Infant Car Seat & Extra Base in Studio/Black,Graco,SnugRide Lite LX,skip-no-model,"model was empty, too long, or accessory-like",https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1931766&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-snugride-lite-lx-infant-car-seat-extra-base%2F50621%2F1931766&intsrc=CATF_8981
cmqpi2vdd0733dqwr36qv8b7q,Graco SnugRide Lite LX Infant Car Seat in Studio,Graco,SnugRide Lite LX,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=351788&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-snugride-lite-lx-infant-car-seat%2F17838%2F351788&intsrc=CATF_8981
cmqpi2w4z073cdqwr73dmtrf9,Graco SnugRide SnugFit DLX Infant Car Seat in Maison,Graco,SnugRide SnugFit DLX,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1111843&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-snugride-snugfit-dlx-infant-car-seat%2F20467%2F1111843&intsrc=CATF_8981
cmqpi2vvr0739dqwrgp38bm4j,Graco SnugRide SnugFit DLX Infant Car Seat in Spencer,Graco,SnugRide SnugFit DLX,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=529537&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-snugride-snugfit-dlx-infant-car-seat%2F20467%2F529537&intsrc=CATF_8981
cmqpi2wei073fdqwrxbouhbfz,Graco SnugRide SnugFit Infant Car Seat in Gotham,Graco,SnugRide SnugFit,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=529534&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-snugride-snugfit-infant-car-seat%2F20466%2F529534&intsrc=CATF_8981
cmqpi2wng073idqwr3w0jvk2x,Graco SnugRide SnugFit LX Infant Car Seat in Pierce,Graco,SnugRide SnugFit LX,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=529540&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fgraco-snugride-snugfit-lx-infant-car-seat%2F20469%2F529540&intsrc=CATF_8981
cmqpi9683092odqwrs06w7epg,Joie Mint Latch And Base AR in Dove,Joie,Mint Latch And Base AR,skip-no-model,"model was empty, too long, or accessory-like",https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715228&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-mint-latch-and-base-ar-1769205934%2F77448%2F2715228&intsrc=CATF_8981
cmqpi96qs092udqwrwzhoesxt,Joie Mint Latch And Base AR in Forest,Joie,Mint Latch And Base AR,skip-no-model,"model was empty, too long, or accessory-like",https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715230&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-mint-latch-and-base-ar-1769205934%2F77448%2F2715230&intsrc=CATF_8981
cmqpi96hi092rdqwr54ca0pzl,Joie Mint Latch And Base AR in Mocha,Joie,Mint Latch And Base AR,skip-no-model,"model was empty, too long, or accessory-like",https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715227&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-mint-latch-and-base-ar-1769205934%2F77448%2F2715227&intsrc=CATF_8981
cmqpi95yk092ldqwr93bu8e99,Joie Mint Latch And Base AR in Shale Dark,Joie,Mint Latch And Base AR,skip-no-model,"model was empty, too long, or accessory-like",https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715225&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-mint-latch-and-base-ar-1769205934%2F77448%2F2715225&intsrc=CATF_8981
cmqpi95p9092idqwrvy59h2fw,Joie Mint Latch And Base AR in Thunder,Joie,Mint Latch And Base AR,skip-no-model,"model was empty, too long, or accessory-like",https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715226&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-mint-latch-and-base-ar-1769205934%2F77448%2F2715226&intsrc=CATF_8981
cmqpi8o3a08x6dqwrwndh0p4h,Joie Mint Latch Baseless Infant Car Seat in Dove,Joie,Mint Latch,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2419731&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-baby-mint-latch-baseless-infant-car-seat%2F54936%2F2419731&intsrc=CATF_8981
cmqpi8nkm08x0dqwricnsbml6,Joie Mint Latch Baseless Infant Car Seat in Mocha,Joie,Mint Latch,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2058425&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-baby-mint-latch-baseless-infant-car-seat%2F54936%2F2058425&intsrc=CATF_8981
cmqpi8nu308x3dqwr7ik9ywrf,Joie Mint Latch Baseless Infant Car Seat in Shale Dark,Joie,Mint Latch,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2419730&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-baby-mint-latch-baseless-infant-car-seat%2F54936%2F2419730&intsrc=CATF_8981
cmqpi8nb708wxdqwrp6bl5swe,Joie Mint Latch Baseless Infant Car Seat in Thunder,Joie,Mint Latch,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2041122&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-baby-mint-latch-baseless-infant-car-seat%2F54936%2F2041122&intsrc=CATF_8981
cmqpi9707092xdqwr41qantpn,Joie Mint Latch Infant Car Seat in Forest,Joie,Mint Latch,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715254&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-mint-latch-infant-car-seat%2F77454%2F2715254&intsrc=CATF_8981
cmqpi9d02094udqwru7l70gbj,Joie Rue Infant Car Seat with Base in Blush,Joie,Rue,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2041119&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rue-infant-car-seat-with-base%2F54935%2F2041119&intsrc=CATF_8981
cmqpi9duw0953dqwrpabypro7,Joie Rue Infant Car Seat with Base in Dove,Joie,Rue,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2419733&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rue-infant-car-seat-with-base%2F54935%2F2419733&intsrc=CATF_8981
cmqpi9e460956dqwrs3xckjyj,Joie Rue Infant Car Seat with Base in Forest,Joie,Rue,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2715234&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rue-infant-car-seat-with-base%2F54935%2F2715234&intsrc=CATF_8981
cmqpi9dbn094xdqwrku037j5j,Joie Rue Infant Car Seat with Base in Mocha,Joie,Rue,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2058423&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rue-infant-car-seat-with-base%2F54935%2F2058423&intsrc=CATF_8981
cmqpi9dl40950dqwrkzzjnufh,Joie Rue Infant Car Seat with Base in Shale Dark,Joie,Rue,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2419732&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rue-infant-car-seat-with-base%2F54935%2F2419732&intsrc=CATF_8981
cmqpi9cqq094rdqwrtqf9uuua,Joie Rue Infant Car Seat with Base in Thunder,Joie,Rue,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2041118&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fjoie-rue-infant-car-seat-with-base%2F54935%2F2041118&intsrc=CATF_8981
cmqx4jaq9002l3a8ued1yztdz,"Maxi-Cosi Ambra Infant Car Seat, Caspian Caviar",Maxi-Cosi,Ambra,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-ambra-infant-car-seat-caspian-caviar?_j=taylormadebabyco.com
cmqx4jagg002i3a8ut2z5qpow,"Maxi-Cosi Ambra Infant Car Seat, Escargot",Maxi-Cosi,Ambra,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-ambra-infant-car-seat-escargot?_j=taylormadebabyco.com
cmqx4jazo002o3a8u2vtwua9t,"Maxi-Cosi Ambra Infant Car Seat, Truffle",Maxi-Cosi,Ambra,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-ambra-infant-car-seat-truffle?_j=taylormadebabyco.com
cmqx4j5g2000x3a8u6x08zpig,"Maxi-Cosi - Mico Luxe+ Infant Car Seat, Essential Green",Maxi-Cosi,Mico Luxe,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-luxe-infant-car-seat-essential-green?_j=taylormadebabyco.com
cmqx4jhri004r3a8ucxpb7rnf,"Maxi-Cosi - Mico Luxe+ Infant Car Seat, Urban Wonder",Maxi-Cosi,Mico Luxe,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-luxe-infant-car-seat-urban-wonderr?_j=taylormadebabyco.com
cmqpiowcx0dzidqwrf241jz4y,Maxi-Cosi Mico Pro+ Infant Car Seat in Sea Shadow,Maxi-Cosi,Mico Pro,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2687825&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fmaxi-cosi-mico-pro-infant-car-seat-8bdf76f7-1b69-47e7-89ac-325912aa274d%2F77692%2F2687825&intsrc=CATF_8981
cmqx4j6rr001c3a8uf3a0hl4y,"Maxi-Cosi - Mico Pro+ Infant Car Seat, Oyster Shell",Maxi-Cosi,Mico Pro,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-pro-infant-car-seat-oyster-shell?_j=taylormadebabyco.com
cmqx4j83o001r3a8updl2xi71,"Maxi-Cosi - Mico Pro Infant Car Seat, Sea Drift",Maxi-Cosi,Mico Pro,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-pro-infant-car-seat-sea-drift?_j=taylormadebabyco.com
cmqx4jcma00363a8uc8qe00pa,"Maxi-Cosi - Mico Pro Infant Car Seat, Seascape",Maxi-Cosi,Mico Pro,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-pro-infant-car-seat-seascape?_j=taylormadebabyco.com
cmqx4j8d8001u3a8ub397hld1,"Maxi-Cosi - Mico Pro + Infant Car Seat, Sea Shadow",Maxi-Cosi,Mico Pro,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-pro-infant-car-seat-sea-shadow?_j=taylormadebabyco.com
cmqx4ja70002f3a8ujz87aold,"Maxi-Cosi - Mico Pro Infant Car Seat, Sea Shadow",Maxi-Cosi,Mico Pro,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-mico-pro-infant-car-seat-sea-shadow-1?_j=taylormadebabyco.com
cmqx4jcvg00393a8u9s5230ek,"Maxi-Cosi - Peri 180 Rotating Infant Car Seat, Desert Wonder",Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-peri-180-rotating-infant-car-seat-desert-wonder?_j=taylormadebabyco.com
cmqpioz820e0fdqwrvu35xe0h,Maxi-Cosi Peri 180 Rotating Infant Car Seat in Desert Wonder | 100% Recycled,Maxi-Cosi,Peri 180,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1929883&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fmaxi-cosi-peri-180-rotating-infant-car-seat%2F50590%2F1929883&intsrc=CATF_8981
cmqpiozhi0e0idqwr1m6v03hc,Maxi-Cosi Peri 180 Rotating Infant Car Seat in Onyx Wonder | 100% Recycled,Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1929884&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fmaxi-cosi-peri-180-rotating-infant-car-seat%2F50590%2F1929884&intsrc=CATF_8981
cmqx4j4dl000l3a8u26phazga,"Maxi-Cosi - Peri 180° Rotating Infant Car Seat Kindred Collection, Natural Heritage",Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-peri-180-rotating-infant-car-seat-kindred-collection-natural-heritage?_j=taylormadebabyco.com
cmqx4jg6x00493a8uyiq7ge0y,"Maxi-Cosi - Peri 180° Rotating Infant Car Seat Kindred Collection, Onyx Heritage",Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-peri-180-rotating-infant-car-seat-kindred-collection-onyx-heritage?_j=taylormadebabyco.com
cmqx4j43z000i3a8uw0soazwh,"Maxi-Cosi - Peri 180 Rotating Infant Car Seat, Onyx Wonder",Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/maxi-cosi-peri-180-rotating-infant-car-seat-onyx-wonder?_j=taylormadebabyco.com
cmqpip4810e20dqwrvbqog2iv,Maxi-Cosi The Kindred Collection Peri 180 Rotating Infant Car Seat in Natural Heritage,Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2077028&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fmaxi-cosi-the-kindred-collection-peri-180-rotating-infant-car-seat-1731350534%2F56028%2F2077028&intsrc=CATF_8981
cmqpip4hd0e23dqwr1k4hexfb,Maxi-Cosi The Kindred Collection Peri 180 Rotating Infant Car Seat in Onyx Heritage,Maxi-Cosi,Peri 180,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2077029&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fmaxi-cosi-the-kindred-collection-peri-180-rotating-infant-car-seat-1731350534%2F56028%2F2077029&intsrc=CATF_8981
cmqx4j68n00163a8uzv7pmif3,"Nuna - Pipa Aire Infant Car Seat, Biscotti",Nuna,PIPA Aire,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-aire-infant-car-seat-biscotti?_j=taylormadebabyco.com
cmqx4jbso002x3a8uk5kow5sb,"Nuna PIPA Aire Infant Car Seat + Pipa Series Base, Caviar",Nuna,PIPA Aire,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-aire-infant-car-seat-pipa-series-base-caviar?_j=taylormadebabyco.com
cmqpiv2540fx3dqwr1dve2p1u,Nuna PIPA aire rx in Biscotti,Nuna,PIPA aire rx,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2116079&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-aire-rx%2F46282%2F2116079&intsrc=CATF_8981
cmqpiv2z60fxcdqwrejp6qxwk,Nuna PIPA aire rx in Caviar/Chocolate,Nuna,PIPA aire rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2903587&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-aire-rx%2F46282%2F2903587&intsrc=CATF_8981
cmqpiv2pg0fx9dqwrjschwx7l,Nuna PIPA aire rx in Cedar,Nuna,PIPA aire rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2116080&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-aire-rx%2F46282%2F2116080&intsrc=CATF_8981
cmqx4je6w003o3a8uo7r8rube,"Nuna - PIPA Aire RX Infant Car Seat + PIPA RELX Base with Load Leg, Cedar",Nuna,PIPA Aire rx,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-aire-rx-infant-car-seat-cedar?_j=taylormadebabyco.com
cmqx4jd4q003c3a8uy12p7j5u,"Nuna - Pipa Aire Rx Infant Car Seat & Relx Base, Biscotti",Nuna,PIPA Aire rx,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-aire-rx-infant-car-seat-relx-base-biscotti?_j=taylormadebabyco.com
cmqx4jdxj003l3a8uo28gypg6,"Nuna - Pipa Aire Rx Infant Car Seat With Base, Caviar",Nuna,PIPA Aire rx,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-aire-rx-infant-car-seat-with-base-caviar?_j=taylormadebabyco.com
cmqx4jc2e00303a8uttyo0qw5,Nuna - Pipa Aire Rx Infant Car Seat With Base Granite,Nuna,PIPA Aire rx,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-aire-rx-infant-car-seat-with-base-granite?_j=taylormadebabyco.com
cmqpiv2ev0fx6dqwrrgv7i9m7,Nuna PIPA aire rx in Granite,Nuna,PIPA aire rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1871696&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-aire-rx%2F46282%2F1871696&intsrc=CATF_8981
cmqpiv4ya0fxxdqwrauozqntt,Nuna PIPA rx in Caviar/Cognac,Nuna,PIPA rx,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=310275&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-rx%2F16140%2F310275&intsrc=CATF_8981
cmqpiv5t70fy6dqwr4sek0u3h,Nuna PIPA rx in Cedar,Nuna,PIPA rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2116081&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-rx%2F16140%2F2116081&intsrc=CATF_8981
cmqx4j29c00003a8u9tntdcgw,"Nuna - PIPA RX Infant Car Seat + RELX Base with Load Leg, Caviar",Nuna,PIPA RX,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-rx-infant-car-seat-relx-base-with-load-leg-caviar?_j=taylormadebabyco.com
cmqx4jfnk00433a8uqs33qfxk,"Nuna - PIPA RX Infant Car Seat + RELX Base with Load Leg, Granite",Nuna,PIPA RX,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-rx-infant-car-seat-relx-base-with-load-leg-granite?_j=taylormadebabyco.com
cmqx4j9xg002c3a8u1dfpzzsc,"Nuna Pipa Rx Infant Car Seat with Base, Caviar/Chocolate",Nuna,PIPA RX,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/nuna-pipa-rx-infant-car-seat-with-base-caviar-chocolate?_j=taylormadebabyco.com
cmqpiv57u0fy0dqwrayzpz5r9,Nuna PIPA rx in Granite,Nuna,PIPA rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=310276&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-rx%2F16140%2F310276&intsrc=CATF_8981
cmqpiv62p0fy9dqwrh6pd72dw,Nuna PIPA rx in Macaron,Nuna,PIPA rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2332452&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-rx%2F16140%2F2332452&intsrc=CATF_8981
cmqpiv5jt0fy3dqwrc9ts9rex,Nuna PIPA rx in Pine,Nuna,PIPA rx,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=1198579&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fnuna-pipa-rx%2F16140%2F1198579&intsrc=CATF_8981
cmqx4jgz4004i3a8u48ap028d,"Orbit Baby - G5+ Rotating Infant Car Seat, Mélange Flax",Orbit Baby,G5,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/orbit-baby-g5-rotating-infant-car-seat-melange-flax?_j=taylormadebabyco.com
cmqpiwzj10giodqwrpuhvfvhv,Peg Perego PEG Primo Viaggio Lounge in Mon Amour,Peg Perego,Primo Viaggio Lounge,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2272328&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fpeg-perego-peg-primo-viaggio-lounge-reclining-rear-facing-infant-car-seat%2F68707%2F2272328&intsrc=CATF_8981
cmqpiwzt10girdqwrsdh06fjq,Peg Perego PEG Primo Viaggio Lounge in True Black,Peg Perego,Primo Viaggio Lounge,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2272330&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fpeg-perego-peg-primo-viaggio-lounge-reclining-rear-facing-infant-car-seat%2F68707%2F2272330&intsrc=CATF_8981
cmqpix0bn0gixdqwrn1im3b6x,Peg Perego PEG Primo Viaggio Nido in Mon Amour,Peg Perego,Primo Viaggio Nido,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2272334&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fpeg-perego-peg-primo-viaggio-nido-rear-facing-infant-car-seat%2F68708%2F2272334&intsrc=CATF_8981
cmqpix02b0giudqwr5wm5roek,Peg Perego PEG Primo Viaggio Nido in True Black,Peg Perego,Primo Viaggio Nido,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2272333&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fpeg-perego-peg-primo-viaggio-nido-rear-facing-infant-car-seat%2F68708%2F2272333&intsrc=CATF_8981
cmqpiya600gxidqwrun11lt5y,Romer Juni Infant Car Seat with Versa Base in Pearl | Recycled,Romer,Juni,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2262750&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fromer-juni-infant-car-seat-with-versa-base%2F68665%2F2262750&intsrc=CATF_8981
cmqpiyafd0gxldqwrhzmh3lpy,Romer Juni Infant Car Seat with Versa Base in Peppercorn | Recycled,Romer,Juni,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2262751&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fromer-juni-infant-car-seat-with-versa-base%2F68665%2F2262751&intsrc=CATF_8981
cmqpiyaoh0gxodqwres6v76hg,Romer Juni Infant Car Seat with Versa Base in Truffle | Recycled,Romer,Juni,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2262752&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fromer-juni-infant-car-seat-with-versa-base%2F68665%2F2262752&intsrc=CATF_8981
cmqpiyj500h0cdqwrxa4raweg,Safety 1st onBoard FLX Infant Car Seat in Lake Blue 2,Safety 1st,onBoard FLX,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2794314&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fsafety-1st-onboard-flx-infant-car-seat%2F78433%2F2794314&intsrc=CATF_8981
cmqpiyivm0h09dqwrgraiwogk,Safety 1st onBoard FLX Infant Car Seat in Monument,Safety 1st,onBoard FLX,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2794313&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fsafety-1st-onboard-flx-infant-car-seat%2F78433%2F2794313&intsrc=CATF_8981
cmqx4j3u8000f3a8ujrx7yx2c,"Uppababy - Aria Infant Car Seat, Anthony (Light Grey)",UPPAbaby,Aria,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-infant-car-seat-anthony-light-grey?_j=taylormadebabyco.com
cmqx4j567000u3a8u8kfw6iaw,"Uppababy - Aria Infant Car Seat, Jake (Charcoal)",UPPAbaby,Aria,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-infant-car-seat-jake-charcoal?_j=taylormadebabyco.com
cmqpj8eam0k4odqwrkon8bql3,UPPAbaby Aria V2 in Ada,UPPAbaby,Aria V2,update-existing-retailer,canonical infant car seat already exists; Babylist retailer fields were empty and have been backfilled,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2848459&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-aria-v2%2F75212%2F2848459&intsrc=CATF_8981
cmqpj8drw0k4idqwrbpihfmjs,UPPAbaby Aria V2 in Callum,UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2575169&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-aria-v2%2F75212%2F2575169&intsrc=CATF_8981
cmqpj8e190k4ldqwrfr1f8wfx,UPPAbaby Aria V2 in Evelyn,UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://babylist.pxf.io/c/6560395/1160375/13580?prodsku=2575170&u=https%3A%2F%2Fwww.babylist.com%2Fgp%2Fuppababy-aria-v2%2F75212%2F2575170&intsrc=CATF_8981
cmqx4j8w900203a8udpqaqiom,"Uppababy Aria V2 Infant Car Seat Ada, Sandstone Melange | Chestnut Leather",UPPAbaby,Aria V2,skip-existing,canonical infant car seat already exists,https://www.macrobaby.com/products/uppababy-aria-v2-infant-car-seat-ada-sandstone-melange-chestnut-leather?_j=taylormadebabyco.com
