externalId,title,brand,model,kind,productType,strollerCategory,url,price,salePrice,availability,action,matched,reasons,collections
7179793694779,"Nuna - MIXX Series Bassinet + Stand, Caviar",Nuna,,,,,https://www.macrobaby.com/products/nuna-mixx-series-bassinet-stand-caviar?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - MIXX Series Bassinet + Stand, Caviar""",stroller
7307402510395,"Uppababy - Vista V3 Stroller, Callum (Stone Blue/Silver Frame/Sand Leather)",UPPAbaby,Vista V3,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/uppababy-vista-v3-stroller-callum-stone-blue-silver-frame-sand-leather?_j=taylormadebabyco.com,999.99,,out of stock,match-existing,Stroller:UPPAbaby Vista V3,duplicate risk: UPPAbaby Vista V2; duplicate risk: UPPAbaby Vista V3,stroller
7447187357755,"Nuna - Pipa Urbn + Mixx™ Next Travel System, Caviar",Nuna,,,,,https://www.macrobaby.com/products/nuna-pipa-urbn-mixx-next-travel-system-caviar?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - Pipa Urbn + Mixx™ Next Travel System, Caviar""",stroller
7148658458683,"Delta Children - BabyGap Classic Stroller, Pink Stripes",Delta,Children - BabyGap Classic,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/delta-children-babygap-classic-stroller-pink-stripes?_j=taylormadebabyco.com,148.99,,in stock,create-new,,,stroller
7295457951803,"Silver Cross - Reef 2 Stroller + Folding Bassinet, Ganache",Silver Cross,,,,,https://www.macrobaby.com/products/silver-cross-reef-2-stroller-folding-bassinet-ganache?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Silver Cross - Reef 2 Stroller + Folding Bassinet, Ganache""",stroller
6678049488955,Primo Passi - Universal Stroller Liner Pink,Primo Passi,,,,,https://www.macrobaby.com/products/primo-passi-universal-stroller-liner-pink?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Primo Passi - Universal Stroller Liner Pink""",stroller
7369161179195,"Stokke - Yoyo 0+ Newborn Pack, Aqua",Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo-0-newborn-pack-aqua?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo 0+ Newborn Pack, Aqua""",stroller
7210384523323,Bugaboo - Organizer Desert Taupe,Bugaboo,,,,,https://www.macrobaby.com/products/bugaboo-organizer-desert-taupe?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Bugaboo - Organizer Desert Taupe""",stroller
7522776776763,"Silver Cross - Nia Compact Travel Stroller, Chocolate",Silver Cross,Nia Travel,stroller,travel stroller,Travel,https://www.macrobaby.com/products/silver-cross-nia-compact-travel-stroller-chocolate?_j=taylormadebabyco.com,549.99,,out of stock,create-new,,,stroller
7381899214907,"Uppababy - Rumbleseat V3 Second Lower Seat, Green (Mélange/Carbon Frame/Saddle Leather)",UPPAbaby,,,,,https://www.macrobaby.com/products/uppababy-rumbleseat-v3-second-lower-seat-green-melange-carbon-frame-saddle-leather?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Uppababy - Rumbleseat V3 Second Lower Seat, Green (Mélange/Carbon Frame/Saddle Leather)""",stroller
6691243720763,Britax Car Seat Travel Cart,Britax,,,,,https://www.macrobaby.com/products/britax-car-seat-travel-cart?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Britax Car Seat Travel Cart""",stroller
7522792734779,"Silver Cross - Breez Compact Stroller, Maple",Silver Cross,Breez,stroller,travel stroller,Travel,https://www.macrobaby.com/products/silver-cross-breez-compact-stroller-maple?_j=taylormadebabyco.com,849.99,,out of stock,create-new,,,stroller
7394034253883,"Stokke - Yoyo³ Stroller Bundle, Black Frame | Aqua 6+ Color Pack | Aqua Newborn Pack",Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo-stroller-bundle-black-frame-aqua-6-color-pack-aqua-newborn-pack?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo³ Stroller Bundle, Black Frame | Aqua 6+ Color Pack | Aqua Newborn Pack""",stroller
7250073485371,"Joolz - Aer+ Lightweight Compact Stroller, Forest Green",Joolz,Aer+,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-aer-lightweight-compact-stroller-forest-green?_j=taylormadebabyco.com,499,,out of stock,match-existing,Stroller:Joolz Aer+,duplicate risk: Joolz Aer+,stroller
7464553676859,Nuna - DEMI Next Bassinet + Stand Biscotti,Nuna,,,,,https://www.macrobaby.com/products/nuna-demi-next-bassinet-stand-biscotti?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - DEMI Next Bassinet + Stand Biscotti""",stroller
7464546533435,Nuna - Demi Next Stroller + Rider Board Stroller Biscotti,Nuna,,,,,https://www.macrobaby.com/products/nuna-demi-next-stroller-rider-board-stroller-biscotti?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - Demi Next Stroller + Rider Board Stroller Biscotti""",stroller
7389093888059,"Cybex - Coya Compact Lightweight Stroller, Simply Flowers Pale Blush",Cybex,Coya,stroller,travel stroller,Travel,https://www.macrobaby.com/products/cybex-coya-compact-lightweight-stroller-simply-flowers-pale-blush?_j=taylormadebabyco.com,1049.95,,out of stock,match-existing,Stroller:CYBEX Coya,duplicate risk: CYBEX Coya,stroller
7137445314619,"Chicco BravoFor2 Standing/Sitting Double Stroller, Iron",Chicco,BravoFor2 Standing/Sitting Double,stroller,double stroller,Double,https://www.macrobaby.com/products/chicco-bravofor2-standing-sitting-double-stroller-iron?_j=taylormadebabyco.com,379.99,,out of stock,create-new,,,stroller
7314129256507,"Stokke - Yoyo 0+ Newborn Pack, Ginger",Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo-0-newborn-pack-ginger?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo 0+ Newborn Pack, Ginger""",stroller
7279175106619,"Mima - Creo Single Stroller, Mocha Cream",Mima,Creo Single,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/mima-creo-single-stroller-mocha-cream?_j=taylormadebabyco.com,1199.99,,out of stock,manual-review,,similar existing product/version requires review; duplicate risk: Mima Creo,stroller
7583758778427,Cybex Priam Stroller Rose Gold Frame/Sepia Black Lux Seat,Cybex,Priam,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/cybex-priam-stroller-rose-gold-frame-sepia-black-lux-seat?_j=taylormadebabyco.com,999.95,,in stock,match-existing,Stroller:CYBEX Priam,duplicate risk: CYBEX Priam,stroller
7462505939003,Mima - Creo Stroller Black Chassis & Mocha Cream Seat,Mima,,,,,https://www.macrobaby.com/products/mima-creo-stroller-black-chassis-mocha-cream-seat?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Mima - Creo Stroller Black Chassis & Mocha Cream Seat""",stroller
7178077077563,BOB - Wayfinder Snack Tray,BOB,,,,,https://www.macrobaby.com/products/bob-wayfinder-snack-tray?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""BOB - Wayfinder Snack Tray""",stroller
7119488876603,"Veer - Cruiser XL (4 Seater) Stroller Wagon, Grey",Veer,,,,,https://www.macrobaby.com/products/veer-switchback-second-infant-car-seat-adapter-for-chicco?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Veer - Cruiser XL (4 Seater) Stroller Wagon, Grey""",stroller; adapters
7571291439163,Nuna Triv Next With Magnetic Buckle Caviar/Chocolate,Nuna,Triv Next With Magnetic Buckle Caviar/Chocolate,stroller,compact stroller,Compact / Mid-Size,https://www.macrobaby.com/products/nuna-triv-next-with-magnetic-buckle-caviar-chocolate?_j=taylormadebabyco.com,800,,in stock,create-new,,,stroller
7552778043451,"Joolz Aer2 Lightweight Compact Stroller, Pebble Grey",Joolz,Aer2,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-aer2-lightweight-compact-stroller-pebble-grey?_j=taylormadebabyco.com,579,,out of stock,create-new,,,stroller
7416039997499,Stokke - Yoyo® Connect Stroller Black,Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo%C2%AE-connect-stroller-black?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo® Connect Stroller Black""",stroller
7482016202811,"Uppababy - Cruz V3 Stroller, Owen (Mocha Mélange/Carbon Frame/Chestnut Leather)",UPPAbaby,Cruz V3,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/uppababy-cruz-v3-stroller-owen-mocha-melange-carbon-frame-chestnut-leather?_j=taylormadebabyco.com,899.99,,in stock,match-existing,Stroller:UPPAbaby Cruz V3,duplicate risk: UPPAbaby Cruz V2; duplicate risk: UPPAbaby Cruz V3,stroller
7554448687163,Bugaboo Donkey 6 Complete Stroller Black/Heritage Black,Bugaboo,Donkey 6,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/bugaboo-donkey-6-complete-stroller-black-heritage-black-1?_j=taylormadebabyco.com,1699.99,,out of stock,match-existing,Stroller:Bugaboo Donkey 6,duplicate risk: Bugaboo Donkey 6,stroller
7405096599611,"Thule - Urban Glide 4-Wheel Single Child All-Terrain Stroller, Soft Beige",Thule,,,,,https://www.macrobaby.com/products/thule-urban-glide-4-wheel-single-child-all-terrain-stroller-soft-beige?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Thule - Urban Glide 4-Wheel Single Child All-Terrain Stroller, Soft Beige""",stroller
7295593054267,"Stokke - Yoyo³ Stroller White Bundle 6+, Stone",Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo-stroller-white-bundle-6-stone?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo³ Stroller White Bundle 6+, Stone""",stroller
7431857668155,Uppababy - Cruz V3 Stroller Jake (Charcoal/Carbon Frame/Black Leather),UPPAbaby,Cruz V3,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/uppababy-cruz-v3-stroller-jake-charcoal-carbon-frame-black-leather?_j=taylormadebabyco.com,899.99,,in stock,match-existing,Stroller:UPPAbaby Cruz V3,duplicate risk: UPPAbaby Cruz V2; duplicate risk: UPPAbaby Cruz V3,stroller
6719469355067,"Baby Jogger - Select2 Second Seat, Frosted",Baby Jogger,,,,,https://www.macrobaby.com/products/baby-jogger-select2-second-seat-frosted?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Baby Jogger - Select2 Second Seat, Frosted""",stroller
7307060150331,"Kidco - 3 Speed Turbofan, Black/Rose Gold",Kidco,,,,,https://www.macrobaby.com/products/kidco-3-speed-turbofan-black-rose-gold?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Kidco - 3 Speed Turbofan, Black/Rose Gold""",stroller
7348802060347,Peg Perego - Ride With Me Board,Peg Perego,,,,,https://www.macrobaby.com/products/peg-perego-agio-ride-with-me-board-to-carry-a-second-child-on-the-z3-z4-strollers?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Peg Perego - Ride With Me Board""",stroller
6681609044027,"Chicco Mini Bravo Plus Travel System, Slate",Chicco,,,,,https://www.macrobaby.com/products/chicco-mini-bravo-plus-travel-system-slate?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Chicco Mini Bravo Plus Travel System, Slate""",stroller
7314457985083,Nuna - Mixx Next Bmw Stroller Element,Nuna,Mixx Next Bmw,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/nuna-mixx-next-bmw-stroller-element?_j=taylormadebabyco.com,900,,in stock,create-new,,,stroller
7406972993595,"Silver Cross - Clic Lightweight Stroller, Conifer (Green)",Silver Cross,Clic,stroller,travel stroller,Travel,https://www.macrobaby.com/products/silver-cross-clic-lightweight-stroller-conifer-green?_j=taylormadebabyco.com,399.99,,in stock,match-existing,Stroller:Silver Cross Clic,duplicate risk: Silver Cross Clic,stroller
7306439458875,"Cybex - Priam4/Epriam2 Lux Cot, Cozy Beige",Cybex,,,,,https://www.macrobaby.com/products/cybex-priam4-epriam2-lux-cot-cozy-beige?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Cybex - Priam4/Epriam2 Lux Cot, Cozy Beige""",stroller
7438385381435,"Joolz - Aer² Lightweight Compact Stroller, Sandy Taupe",Joolz,Aer²,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-aer2-buggy-sandy-taupe?_j=taylormadebabyco.com,492.15,492.15,in stock,create-new,,,stroller
7538652053563,Nuna Trvl Lightweight Stroller With Travel Bag Sterling,Nuna,Trvl,stroller,travel stroller,Travel,https://www.macrobaby.com/products/nuna-trvl-lightweight-stroller-with-travel-bag-sterling?_j=taylormadebabyco.com,350,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Nuna TRVL lx; duplicate risk: Nuna TRVL Dubl,stroller
7163724693563,Bugaboo - Stormy Blue Donkey 5 Duo Extension Complete,Bugaboo,,,,,https://www.macrobaby.com/products/bugaboo-stormy-blue-donkey-5-duo-extension-complete?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Bugaboo - Stormy Blue Donkey 5 Duo Extension Complete""",stroller
7400702738491,Bob Duallie Snack Tray,Britax,,,,,https://www.macrobaby.com/products/bob-duallie-snack-tray?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Bob Duallie Snack Tray""",stroller
7552777977915,"Joolz - Aer² Lightweight Compact Stroller, Hazel Brown",Joolz,Aer²,stroller,travel stroller,Travel,https://www.macrobaby.com/products/joolz-aer-lightweight-compact-stroller-hazel-brown-1?_j=taylormadebabyco.com,492.15,492.15,in stock,create-new,,,stroller
7552406847547,"Bugaboo Donkey 6 Complete Stroller, Black/Cocoa Brown",Bugaboo,Donkey 6,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/bugaboo-donkey-6-complete-stroller-black-cocoa-brown?_j=taylormadebabyco.com,1699.99,,in stock,match-existing,Stroller:Bugaboo Donkey 6,duplicate risk: Bugaboo Donkey 6,stroller
7535250079803,Thule Spring 2 Single Ccompact All-Terrain Stroller Black,Thule,Spring 2 Single Ccompact,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/thule-spring-2-single-ccompact-all-terrain-stroller-black?_j=taylormadebabyco.com,499.95,,in stock,create-new,,,stroller
7549101211707,"Silver Cross Breez Modular Stroller & Bassinet Bundle, Onyx",Silver Cross,,,,,https://www.macrobaby.com/products/silver-cross-breez-modular-stroller-bassinet-bundle-onyx?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Silver Cross Breez Modular Stroller & Bassinet Bundle, Onyx""",stroller
7522792833083,"Silver Cross - Breez Compact Stroller, Onyx",Silver Cross,Breez,stroller,travel stroller,Travel,https://www.macrobaby.com/products/silver-cross-breez-compact-stroller-onyx?_j=taylormadebabyco.com,849.99,,in stock,create-new,,,stroller
7535247884347,"Bugaboo Butterfly 2 Complete Stroller, Black/Dusty Pink",Bugaboo,Butterfly 2,stroller,travel stroller,Travel,https://www.macrobaby.com/products/bugaboo-butterfly-2-complete-stroller-black-dusty-pink?_j=taylormadebabyco.com,599,,out of stock,match-existing,Stroller:Bugaboo Butterfly 2,duplicate risk: Bugaboo Butterfly 2; duplicate risk: Bugaboo Butterfly,stroller
6696091942971,"Skip Hop - Bandana Buddies Stroller Toy, Elephant",Skip Hop,,,,,https://www.macrobaby.com/products/skip-hop-bandana-buddies-activity-animals-elephant?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Skip Hop - Bandana Buddies Stroller Toy, Elephant""",stroller
7522776842299,"Silver Cross - Nia Compact Travel Stroller, Conifer",Silver Cross,Nia Travel,stroller,travel stroller,Travel,https://www.macrobaby.com/products/silver-cross-nia-compact-travel-stroller-conifer?_j=taylormadebabyco.com,549.99,,out of stock,create-new,,,stroller
7469942734907,Thule - Urban Glide Stroller 3 Double Black (Magnetic Buckle),Thule,Urban Glide,stroller,jogging stroller,Jogging,https://www.macrobaby.com/products/thule-urban-glide-stroller-3-double-black-magnetic-buckle?_j=taylormadebabyco.com,999.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Thule Urban Glide 2; duplicate risk: Thule Urban Glide 2 Double,stroller
7487306170427,"Chicco - Liteway Compact Stroller, Lavender",Chicco,Liteway,stroller,umbrella stroller,Umbrella,https://www.macrobaby.com/products/chicco-liteway-compact-stroller-lavender?_j=taylormadebabyco.com,109.99,,out of stock,create-new,,,stroller
7404186665019,"Silver Cross - Reef 2 Multi-terrain Modular Stroller, Frappe",Silver Cross,Reef 2 Multi-terrain Modular,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/silver-cross-reef-2-multi-terrain-modular-stroller-frappe?_j=taylormadebabyco.com,1199.99,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Silver Cross Reef 2; duplicate risk: Silver Cross Reef,stroller
7241462284347,"Nuna - DEMI Next Stroller with Rider Board, Granite",Nuna,,,,,https://www.macrobaby.com/products/nuna-demi-next-stroller-with-rider-board-granite?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - DEMI Next Stroller with Rider Board, Granite""",stroller
7488836567099,"Nuna - PIPA™ Urbn Flex System™, Caviar",Nuna,,,,,https://www.macrobaby.com/products/nuna-pipa-urbn-flex-system?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - PIPA™ Urbn Flex System™, Caviar""",stroller
7522776449083,"Silver Cross - Nia Compact Travel Stroller, Champagne",Silver Cross,Nia Travel,stroller,travel stroller,Travel,https://www.macrobaby.com/products/silver-cross-nia-compact-travel-stroller-champagne?_j=taylormadebabyco.com,549.99,,out of stock,create-new,,,stroller
6679308894267,"Baby Jogger - City Tour 2 Double Stroller, Pitch Black",Baby Jogger,City Tour 2 Double,stroller,double stroller,Double,https://www.macrobaby.com/products/baby-jogger-city-tour-double-stroller-jet-black?_j=taylormadebabyco.com,549.99,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: Baby Jogger City Tour 2,stroller
7149425459259,"Silver Cross - Coast/Wave 2020 Main Adapters, All Models",Silver Cross,,,,,https://www.macrobaby.com/products/silver-cross-coast-wave-2020-main-adapters-all-models?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Silver Cross - Coast/Wave 2020 Main Adapters, All Models""",stroller; adapters
6735920529467,Skip Hop - Stroll & Go Portable Baby Sound Machine Owl,Skip Hop,,,,,https://www.macrobaby.com/products/skip-hop-stroll-go-portable-baby-soother-white?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Skip Hop - Stroll & Go Portable Baby Sound Machine Owl""",stroller
6678049456187,"Primo Passi - Universal Stroller Liner, Blue",Primo Passi,,,,,https://www.macrobaby.com/products/primo-passi-universal-stroller-liner-blue?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Primo Passi - Universal Stroller Liner, Blue""",stroller
7363078979643,Wonderfold - Wonderfold Flex Snack Tray For W1/W2,WonderFold,,,,,https://www.macrobaby.com/products/wonderfold-wonderfold-flex-snack-tray-for-w1-w2?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Wonderfold - Wonderfold Flex Snack Tray For W1/W2""",stroller
6740819673147,Nuna - Trvl Cup Holder,Nuna,,,,,https://www.macrobaby.com/products/nuna-trvl-cup-holder?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Nuna - Trvl Cup Holder""",stroller
7464272265275,Mima - Creo Single Stroller White,Mima,Creo Single,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/mima-creo-single-stroller-white?_j=taylormadebabyco.com,1299.99,,out of stock,manual-review,,similar existing product/version requires review; duplicate risk: Mima Creo,stroller
7381899116603,"Uppababy - Rumbleseat V3 Second Lower Seat, Declan (Oat Mélange/Silver Frame/Chestnut Leather)",UPPAbaby,,,,,https://www.macrobaby.com/products/uppababy-rumbleseat-v3-second-lower-seat-declan-oat-melange-silver-frame-chestnut-leather?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Uppababy - Rumbleseat V3 Second Lower Seat, Declan (Oat Mélange/Silver Frame/Chestnut Leather)""",stroller
7148656689211,"Delta Children - BabyGap Classic Side-by-Side Double Stroller, Navy Camo",Delta,Children - BabyGap Classic Side-by-Side Double,stroller,double stroller,Double,https://www.macrobaby.com/products/delta-children-babygap-classic-side-by-side-double-stroller-navy-camo?_j=taylormadebabyco.com,244.99,,in stock,create-new,,,stroller
7296963149883,"Nuna - Mixx Next Stroller With Magnetic Buckle, Biscotti",Nuna,Mixx Next,stroller,full-size stroller,Full-Size,https://www.macrobaby.com/products/nuna-mixx-next-stroller-with-magnetic-buckle-biscotti?_j=taylormadebabyco.com,900,,out of stock,match-existing,Stroller:Nuna MIXX next,duplicate risk: Nuna MIXX next,stroller
7273814655035,"Stokke - Yoyo 0+ Newborn Pack, Bonpoint",Stokke,,,,,https://www.macrobaby.com/products/stokke-yoyo-0-newborn-pack-bonpoint?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Stokke - Yoyo 0+ Newborn Pack, Bonpoint""",stroller
7094978838587,Silver Cross - Dune/Reef Bassinet Stand,Silver Cross,,,,,https://www.macrobaby.com/products/silver-cross-dune-reef-bassinet-stand?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Silver Cross - Dune/Reef Bassinet Stand""",stroller
6771235717179,"Bugaboo - Donkey 5 Mineral Mono Complete, Black/Washed Black",Bugaboo,,,,,https://www.macrobaby.com/products/bugaboo-donkey-5-mineral-mono-complete-black-washed-black?_j=taylormadebabyco.com,,,,skip,,Car seat was not a true infant car seat,stroller
6790998917179,"Veer - Cruiser City (2 Seater) Stroller Wagon, Grey",Veer,Cruiser City,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/veer-cruiser-wagon?_j=taylormadebabyco.com,699.99,,out of stock,create-new,,,stroller
6811375337531,Veer - Retractable Canopy for Veer All-Terrain Cruiser and Cruiser City 2 Seater Models,Veer,,,,,https://www.macrobaby.com/products/veer-retractable-canopy?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Veer - Retractable Canopy for Veer All-Terrain Cruiser and Cruiser City 2 Seater Models""",stroller
6811452833851,Veer - Sidewall (Pink Agate),Veer,,,,,https://www.macrobaby.com/products/veer-sidewall-pink-agate?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
6887363182651,"WonderFold - Volkswagon Special Edition Double Stroller Wagon (4 Seater), Bondi Blue",WonderFold,Volkswagon Special Edition Double,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/wonderfold-volskwagon-special-wagon-stroller?_j=taylormadebabyco.com,1499,,out of stock,create-new,,,stroller
7068696412219,"WonderFold - W2 Luxe Double Stroller Wagon, Black",WonderFold,W2 Luxe Double,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/wonderfold-w2-luxe-double-stroller-wagon-black-1?_j=taylormadebabyco.com,599.99,,out of stock,create-new,,,stroller
7121530191931,"Bugaboo - Donkey 5 Mono Complete Single-to-Double Stroller, Aluminum/Midnight Black",Bugaboo,Donkey 5 Mono Single-to-Double,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/bugaboo-donkey-5-mono-complete-single-to-double-stroller-aluminum-midnight-black?_j=taylormadebabyco.com,1649,,in stock,create-new,,,stroller
7122928533563,Veer - All Weather Cover for Veer All-Terrain Cruiser and Cruiser City 2 Seater Models,Veer,,,,,https://www.macrobaby.com/products/veer-all-weather-cover?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
7122928599099,Veer - Comfort Seat for Veer All-Terrain Cruiser and Cruiser City 2 Seater Models,Veer,,,,,https://www.macrobaby.com/products/veer-cruiser-toddler-comfort-seat-grey?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
7122928664635,Veer - Nap System for Veer All-Terrain Cruiser and Cruiser City 2 Seater Models,Veer,,,,,https://www.macrobaby.com/products/veer-nap-system?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
7161060819003,Veer - Cruiser XL Comfort Seat for Toddlers,Veer,,,,,https://www.macrobaby.com/products/veer-cruiser-xl-comfort-seat-for-toddlers?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
7161061146683,Veer - Nap System XL All-Terrain Cruiser XL or Cruiser City XL 4 Seater Models,Veer,,,,,https://www.macrobaby.com/products/veer-cruiser-xl-nap-system?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
7163724726331,"Bugaboo - Donkey 5 Mono Complete Stroller, Graphite /Stormy Blue",Bugaboo,Donkey 5 Mono,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/bugaboo-donkey-5-mono-complete-stroller-graphite-stormy-blue?_j=taylormadebabyco.com,1749,,in stock,create-new,,,stroller
7212722159675,"Cybex - Gazelle S 2 Single-to-Double Stroller, Black Frame/Moon Black",Cybex,Gazelle S 2 Single-to-Double,stroller,single-to-double stroller,Single-to-Double,https://www.macrobaby.com/products/cybex-gazelle-s-2-stroller-black-frame-with-moon-black-seat?_j=taylormadebabyco.com,899.95,,in stock,manual-review,,similar existing product/version requires review; duplicate risk: CYBEX Gazelle S,stroller
7216359243835,Wonderfold - W4 Series Car Seat Adapter (Opposite Bench),WonderFold,Wonderfold - W4 Series Car Seat Adapter (Opposite Bench),adapter,stroller adapter,,https://www.macrobaby.com/products/wonderfold-w4-series-car-seat-adapter?_j=taylormadebabyco.com,99.99,,in stock,manual-review,,low-confidence categorization or ambiguous adapter,stroller
7239707951163,"Nuna Pet - Maeve & Roscoe 3-In-1 Pet Protection System, Small Flex Brindle",Nuna,,,,,https://www.macrobaby.com/products/nuna-pet-maeve-roscoe-3-in-1-pet-protection-system-small-flex-brindle?_j=taylormadebabyco.com,,,,skip,,Car seat was not a true infant car seat,stroller
7246195294267,Bugaboo - Donkey 5 Mono Complete Black/Midnight Black,Bugaboo,,,,,https://www.macrobaby.com/products/bugaboo-donkey-5-mono-complete-black-midnight-black?_j=taylormadebabyco.com,,,,skip,,Stroller-related item was not a primary stroller or clear car-seat adapter,stroller
7281373315131,"Veer - Cruiser City, Premium Urban Wagon Stroller for Babies",Veer,Cruiser City,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/veer-cruiser-city-premium-urban-wagon-stroller-for-babies?_j=taylormadebabyco.com,699.99,,in stock,create-new,,,stroller
7287190814779,"WonderFold - Volkswagon Special Edition Double Stroller Wagon (2 Seater), Bondi Blue",WonderFold,Volkswagon Special Edition Double,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/wonderfold-volkswagon-special-edition-double-2-seater-stroller-wagon-bondi-blue?_j=taylormadebabyco.com,999,,in stock,create-new,,,stroller
7321968738363,Veer - Cargo Net Storage Attachment,Veer,,,,,https://www.macrobaby.com/products/veer-cargo-net?_j=taylormadebabyco.com,,,,skip,,"Matched exclusion in ""Veer - Cargo Net Storage Attachment""",stroller
7361326579771,WonderFold - L4 Quad Stroller Wagon (4 Seater) Black,WonderFold,L4 Quad,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/wonderfold-l4-quad-stroller-wagon-4-seater-black?_j=taylormadebabyco.com,949.99,,out of stock,create-new,,,stroller
7361326710843,WonderFold - L4 Quad Stroller Wagon (4 Seater) Grey,WonderFold,L4 Quad,stroller,wagon,Stroller Wagon,https://www.macrobaby.com/products/wonderfold-l4-quad-stroller-wagon-4-seater-grey?_j=taylormadebabyco.com,949.99,,out of stock,create-new,,,stroller
